"","region","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","X2024","X2025","X2026","X2027","X2028","X2029","X2030","X2031","X2032","X2033","X2034","X2035","X2036","X2037","X2038","X2039","X2040","X2041","X2042","X2043","X2044","X2045","X2046","X2047","X2048","X2049","X2050"
"48","FRP",30.60021116,30.60175843,30.60330578,30.60485321,30.60640072,30.6079483,30.80924319,31.0118619,31.21581315,31.42110569,31.62774835,32.00042025,32.37748337,32.75898944,33.14499083,33.5355405,33.93869436,34.34669481,34.75960011,35.17746923,35.60036185,36.05825855,36.52204478,36.99179629,37.46758982,37.94950306,38.45933092,38.97600799,39.4996263,40.0302791,40.56806088,41.12529607,41.69018534,42.26283381,42.84334808,43.43183619,44.02359563,44.62341781,45.23141258,45.84769129,46.4723668,47.06995446,47.67522649,48.28828171,48.90922019,49.53814332
"49","GAB",12.93989116,13.07130274,13.20404887,13.33814311,13.47359914,13.61043081,13.83503439,14.06334444,14.29542214,14.53132965,14.77113019,14.97006169,15.17167231,15.37599814,15.58307575,15.79294219,16.10456736,16.42234149,16.74638591,17.07682436,17.413783,17.77292322,18.13947032,18.51357705,18.89539933,19.28509627,19.68113499,20.08530676,20.49777861,20.91872097,21.34830781,21.81070051,22.28310839,22.76574836,23.25884205,23.76261588,24.29164211,24.83244604,25.38528986,25.95044163,26.52817535,27.11776935,27.7204672,28.33656013,28.96634585,29.61012868
"50","GEO",3.52246846,3.723794684,3.936627682,4.161625121,4.39948226,4.650934093,4.959022225,5.287518796,5.637775703,6.0112344,6.409431826,6.757980826,7.125484144,7.512972528,7.921532777,8.352310795,8.720163842,9.1042179,9.505186492,9.923814571,10.3608799,10.75287553,11.15970201,11.58192044,12.02011317,12.47488457,12.91067922,13.36169782,13.8284722,14.31155276,14.81150914,15.30929652,15.82381362,16.35562268,16.90530486,17.47346084,18.01815035,18.57981913,19.15899647,19.75622815,20.37207697,20.95322212,21.55094533,22.16571953,22.79803111,23.44838037
"51","GHA",1.210991609,1.260300234,1.311616586,1.365022415,1.420602799,1.478446281,1.57797977,1.684214155,1.797600562,1.918620485,2.047787837,2.150616031,2.258607669,2.37202203,2.491131411,2.616221784,2.739048847,2.867642426,3.002273251,3.143224759,3.290793695,3.433597783,3.582598858,3.738065839,3.900279315,4.069532049,4.234685958,4.406542312,4.585373117,4.771461416,4.96510174,5.164854473,5.372643527,5.588792214,5.813636854,6.047527298,6.289340955,6.540823662,6.802362042,7.074358175,7.357230221,7.648650322,7.951613582,8.266577225,8.594016587,8.934425832
"52","GIN",0.969309628,0.971121166,0.972936089,0.974754405,0.976576118,0.978401237,1.026006491,1.075928035,1.128278569,1.18317628,1.240745103,1.38779246,1.552267188,1.736234698,1.942005184,2.172162634,2.36435646,2.573555672,2.801264916,3.049121965,3.318909505,3.563528411,3.826176855,4.108183698,4.410975743,4.736084956,5.030937397,5.344146341,5.676854603,6.030276142,6.405700496,6.772775005,7.160884479,7.571234315,8.005098982,8.463825982,8.913529744,9.387127366,9.885888387,10.4111498,10.96431964,11.50880123,12.08032146,12.68022304,13.30991538,13.97087786
"53","GMB",1.580430374,1.628081689,1.677169733,1.727737822,1.779830582,1.833493983,1.884900929,1.937749206,1.992079227,2.047932537,2.105351845,2.17295029,2.24271918,2.314728203,2.389049285,2.465756662,2.564990968,2.668218955,2.775601351,2.887305347,3.003504868,3.133827074,3.269803967,3.411680903,3.559713885,3.714170025,3.870428871,4.033261684,4.202945036,4.379767137,4.56402832,4.756276304,4.95662224,5.165407236,5.382986764,5.609731271,5.845222987,6.090600445,6.346278638,6.612689983,6.890285047,7.178467824,7.478703703,7.791496799,8.117372313,8.45687741
"54","GNB",1.011208333,1.021527709,1.031952394,1.042483462,1.053122,1.063869105,1.091813024,1.120490928,1.149922094,1.180126309,1.211123877,1.244997076,1.279817655,1.315612109,1.352407677,1.390232359,1.449857388,1.512039647,1.576888812,1.644519263,1.715050284,1.803983809,1.897528961,1.995924875,2.099423085,2.208288171,2.328638097,2.455546998,2.589372331,2.730491038,2.8793006,3.040313985,3.2103314,3.38985636,3.579420536,3.779585332,3.991570883,4.215446065,4.451877731,4.701570137,4.965267037,5.239103942,5.528043086,5.832917365,6.15460561,6.494035119
"55","GNQ",24.18130214,25.37204481,26.62142238,27.93232217,29.30777366,30.75095552,30.94551561,31.14130667,31.33833649,31.53661291,31.73614382,31.59669463,31.45785818,31.31963178,31.18201275,31.04499843,31.49776989,31.95714473,32.42321927,32.8960912,33.37585967,33.82445727,34.27908436,34.739822,35.20675232,35.67995854,36.14496366,36.61602904,37.09323366,37.57665753,38.0663817,38.59034607,39.12152254,39.66001039,40.20591024,40.75932413,41.33789497,41.9246785,42.51979132,43.12335165,43.73547941,44.35762363,44.98861796,45.62858829,46.2776623,46.93596948
"56","GRC",24.44018807,24.37420302,24.30839613,24.24276691,24.17731487,24.11203955,23.7637279,23.4204478,23.08212657,22.74869258,22.42007522,22.95936813,23.51163321,24.07718248,24.65633549,25.24941945,25.74378135,26.24782243,26.76173221,27.28570389,27.81993449,28.38953548,28.9707988,29.56396323,30.16927245,30.7869751,31.38349353,31.99156991,32.61142818,33.24329662,33.88740793,34.51139028,35.14686225,35.79403543,36.45312526,37.12435118,37.77431038,38.43564883,39.10856573,39.79326382,40.48994934,41.20236628,41.92731813,42.66502545,43.41571265,44.17960813
"57","GRL",36.60001784,28.74341024,22.57331228,17.72769561,13.92224533,10.93367798,11.4209588,11.92995624,12.46163816,13.01701552,13.59714437,14.45651244,15.37019438,16.34162293,17.37444781,18.47254939,19.32536014,20.21754207,21.15091282,22.12737391,23.14891468,24.10122748,25.09271704,26.12499505,27.19973949,28.31869735,29.3649851,30.44992993,31.5749601,32.74155663,33.95125527,35.13375222,36.35743465,37.62373704,38.93414379,40.29019103,41.60043204,42.95328221,44.35012721,45.79239775,47.28157107,48.72221148,50.20674733,51.73651607,53.31289593,54.93730711
"58","GSA",6.379038205,5.816463692,5.303503255,4.835781372,4.409308405,4.020446566,4.179621032,4.345097413,4.517125209,4.695963799,4.88188283,5.06814788,5.261519751,5.462269599,5.670678927,5.887039976,6.102649316,6.32615522,6.557846895,6.79802414,7.046997733,7.274189628,7.508706082,7.750783237,8.000664846,8.25860252,8.500520612,8.749525178,9.005823799,9.269630141,9.541164125,9.814912126,10.0965143,10.386196,10.68418903,10.99073185,11.30891106,11.6363015,11.97316981,12.31979038,12.67644555,13.03395583,13.40154888,13.77950906,14.16812874,14.56770856
"59","GTM",4.091011515,4.13132045,4.17202655,4.21313373,4.254645941,4.296567173,4.330774789,4.365254753,4.400009232,4.435040414,4.4703505,4.550406098,4.63189534,4.714843903,4.799277919,4.885223989,5.031832366,5.182840544,5.338380564,5.498588429,5.663604224,5.850994938,6.044585817,6.244582004,6.451195431,6.664645042,6.884986011,7.11261171,7.347762981,7.590688629,7.841645683,8.1081893,8.383792941,8.668764563,8.963422592,9.268096276,9.58640485,9.915645589,10.25619395,10.60843829,10.97278031,11.35077015,11.74178097,12.14626131,12.56467518,12.99750254
"60","HND",3.285830751,3.331138712,3.37707142,3.423637488,3.470845652,3.518704763,3.574163168,3.630495655,3.687716,3.745838197,3.804876458,3.893484988,3.984157047,4.07694069,4.171885092,4.269040573,4.403415179,4.542019431,4.684986465,4.832453605,4.984562501,5.160035926,5.341686609,5.529732009,5.724397242,5.925915348,6.134669021,6.35077651,6.574496871,6.806098284,7.045858376,7.301459551,7.566333117,7.840815448,8.125255119,8.42001335,8.729783092,9.050949169,9.383930848,9.729162823,10.08709578,10.45614055,10.83868713,11.2352295,11.6462797,12.07236851
"61","HRV",15.37526515,15.53334232,15.69304473,15.85438908,16.01739225,16.1820713,16.31858565,16.45625166,16.59507904,16.73507759,16.87625719,17.24961897,17.63124081,18.02130546,18.41999971,18.82751447,19.17176428,19.5223085,19.8792622,20.24274259,20.61286901,20.97232139,21.338042,21.71014013,22.08872701,22.47391578,22.8503654,23.23312075,23.62228745,24.01797289,24.42028627,24.80069737,25.18703439,25.57938965,25.97785688,26.3825313,26.74525452,27.11296469,27.48573036,27.86362104,28.24670719,28.59901467,28.9557163,29.31686691,29.68252196,30.05273766
"62","HTI",1.024999722,1.018409623,1.011861895,1.005356264,0.998892461,0.992470215,1.036418463,1.082312813,1.130239442,1.180288343,1.232553493,1.287584699,1.345072945,1.405127934,1.467864266,1.533401657,1.614239766,1.699339511,1.788925557,1.883234415,1.982515062,2.091246278,2.205940867,2.32692589,2.454546348,2.589166162,2.728872093,2.876116261,3.031305413,3.194868244,3.367256579,3.548875385,3.740290115,3.94202913,4.154649287,4.37873748,4.609537457,4.852502729,5.108274518,5.377527847,5.660973318,5.948673003,6.250994046,6.568679525,6.902510287,7.253306861
"63","HUN",16.97894361,16.97966983,16.98039607,16.98112235,16.98184866,16.982575,17.18668469,17.39324753,17.60229301,17.81385095,18.02795156,18.37030317,18.71915605,19.07463366,19.43686181,19.80596869,20.25725821,20.7188306,21.19092017,21.67376654,22.16761483,22.70423907,23.25385368,23.81677313,24.3933195,24.98382265,25.58586654,26.2024181,26.83382691,27.48045099,28.14265701,28.76418162,29.39943248,30.04871271,30.71233216,31.39060751,32.04585308,32.7147762,33.39766238,34.09480309,34.80649586,35.51701334,36.24203486,36.9818565,37.73678039,38.50711481
"64","IDN",3.103845939,3.244954258,3.392477702,3.546707917,3.70794981,3.876522148,4.085287027,4.305294657,4.537150502,4.781492631,5.038993477,5.333295556,5.644786328,5.974469699,6.323408205,6.692726441,7.060454355,7.448386864,7.857634095,8.289367175,8.744821574,9.151828649,9.577778908,10.02355402,10.49007667,10.97831253,11.42157197,11.88272842,12.36250448,12.86165194,13.38095294,13.87888644,14.39534908,14.9310304,15.48664554,16.0629363,16.60260907,17.16041345,17.73695859,18.33287415,18.94881091,19.52900475,20.12696354,20.74323124,21.37836844,22.03295292
"65","IND",2.214275314,2.350270162,2.49461745,2.647830161,2.810452785,2.983063255,3.136904255,3.298679064,3.46879684,3.647687842,3.835804519,4.048272554,4.272509349,4.509166786,4.758932852,5.022533645,5.27743134,5.545265302,5.826692056,6.122401449,6.433118336,6.717464325,7.014378502,7.324416386,7.648158048,7.9862092,8.299732004,8.625563094,8.964185669,9.316101897,9.681833662,10.03390553,10.39878019,10.77692322,11.16881711,11.57496189,11.96117125,12.36026685,12.77267864,13.19885093,13.63924286,14.06114326,14.49609423,14.94449948,15.40677516,15.88335034
"66","IRL",38.95785494,38.35053189,37.75267654,37.1641413,36.58478087,36.01445222,36.3130676,36.61415897,36.91774684,37.22385193,37.5324951,38.00955457,38.49267774,38.98194169,39.47742446,39.9792051,40.44990316,40.92614302,41.40798993,41.89550989,42.38876971,42.95511449,43.52902606,44.1106055,44.69995526,45.29717917,45.87956921,46.46944709,47.06690909,47.67205271,48.28497671,48.84527263,49.4120702,49.98544484,50.56547289,51.15223155,51.6768432,52.2068352,52.74226275,53.28318158,53.82964802,54.38801044,54.95216462,55.52217065,56.09808921,56.67998164
"67","IRN",9.273095024,9.587274401,9.912098409,10.2479277,10.59513513,10.95410621,10.95136542,10.94862532,10.9458859,10.94314717,10.94040912,11.13262159,11.32821105,11.52723683,11.7297593,11.9358399,12.24493325,12.56203096,12.88734031,13.22107395,13.56345003,13.8992742,14.24341321,14.59607292,14.95746431,15.32780357,15.71884492,16.11986248,16.53111075,16.95285075,17.38535013,17.81530456,18.25589213,18.7073758,19.17002504,19.64411599,20.06938523,20.50386099,20.94774258,21.40123363,21.86454215,22.28596883,22.71551827,23.15334704,23.5996147,24.05448392
"68","IRQ",3.083696739,3.112647133,3.141869319,3.17136585,3.2011393,3.231192269,3.48299778,3.754426392,4.047007326,4.362388974,4.702348187,4.986243842,5.287279176,5.606488967,5.944970465,6.303887162,6.445541095,6.590378118,6.738469757,6.889889146,7.044711063,7.235592922,7.431646871,7.633013052,7.839835404,8.052261767,8.24098702,8.434135529,8.631810964,8.834119427,9.041169504,9.165780297,9.29210855,9.420177935,9.550012448,9.681636418,9.81817714,9.956643505,10.09706267,10.23946217,10.38386995,10.52583458,10.6697401,10.81561304,10.96348031,11.11336917
"69","ISL",34.62223704,34.19984146,33.78259916,33.37044726,32.96332367,32.56116704,33.00382216,33.452495,33.90726735,34.36822213,34.8354434,35.43322252,36.04125957,36.65973059,37.28881462,37.92869379,38.54656391,39.17449933,39.81266401,40.4612246,41.12035043,41.82994334,42.55178134,43.28607573,44.03304147,44.79289721,45.57884296,46.37857909,47.19234756,48.02039458,48.86297069,49.73279852,50.61811047,51.51918219,52.43629421,53.36973209,54.27836699,55.20247165,56.14230946,57.09814827,58.07026052,58.97755112,59.89901724,60.83488036,61.78536542,62.75070087
"70","ISR",24.5414403,24.96057651,25.38687103,25.82044611,26.2614261,26.70993745,27.25874076,27.81882021,28.39040748,28.97373904,29.56905619,30.16880637,30.78072131,31.40504774,32.0420374,32.69194715,33.29062057,33.90025723,34.5210579,35.15322703,35.79697279,36.41125878,37.03608608,37.67163559,38.31809131,38.97564039,39.61461354,40.26406212,40.92415787,41.59507534,42.27699194,42.96259165,43.65930962,44.36732617,45.08682452,45.81799086,46.52911936,47.25128509,47.98465935,48.72941612,49.48573205,50.21280798,50.95056657,51.69916478,52.45876188,53.22951945
"71","ITP",28.32210894,28.06818326,27.81653419,27.56714132,27.31998441,27.07504341,27.14566821,27.21647724,27.28747097,27.35864988,27.43001447,27.74265537,28.05885969,28.37866803,28.70212146,29.02926155,29.37180368,29.71838776,30.0690615,30.42387315,30.78287154,31.15634247,31.53434451,31.91693263,32.30416248,32.69609036,33.09813576,33.50512488,33.91711851,34.3341782,34.75636623,35.19588389,35.64095954,36.09166347,36.54806685,37.01024177,37.50854832,38.01356409,38.52537939,39.04408579,39.56977606,40.13868276,40.71576881,41.3011518,41.89495102,42.49728747
"72","JAM",7.001220831,6.981282328,6.961400608,6.941575508,6.921806867,6.902094524,6.956032664,7.010392316,7.065176776,7.120389363,7.176033422,7.271655511,7.368551783,7.466739218,7.56623502,7.667056624,7.794514226,7.924090692,8.055821244,8.189741693,8.325888443,8.473670607,8.624075862,8.777150769,8.932942712,9.091499917,9.261277143,9.434224837,9.610402205,9.789869558,9.972688336,10.19024954,10.41255699,10.63971423,10.87182707,11.10900362,11.37853403,11.65460389,11.93737184,12.2270004,12.52365603,12.84172438,13.16787084,13.50230058,13.84522396,14.1968567
"73","JOR",4.393833203,4.532188592,4.674900589,4.822106378,4.973947463,5.130569801,5.211991792,5.294705946,5.378732772,5.464093101,5.550808096,5.724790721,5.904226597,6.08928665,6.280147162,6.47698994,6.745097486,7.024303035,7.315065976,7.617864715,7.93319746,8.27508179,8.631699762,9.003686329,9.391703807,9.796443053,10.20044412,10.62110603,11.05911584,11.51518899,11.9900704,12.45653848,12.94115428,13.44462383,13.96768063,14.51108671,15.03459013,15.57697952,16.1389362,16.72116609,17.32440056,17.89171696,18.4776111,19.08269131,19.70758588,20.35294367
"74","JPN",30.81722853,30.81693238,30.81663623,30.81634009,30.81604395,30.81574781,31.18255715,31.55373274,31.92932654,32.30939115,32.69397979,33.07015719,33.45066288,33.83554668,34.22485896,34.61865068,35.09125483,35.57031083,36.05590678,36.54813195,37.04707684,37.53816223,38.0357573,38.53994835,39.05082282,39.56846928,40.01284355,40.46220836,40.91661977,41.37613446,41.84080973,42.26426466,42.69200521,43.12407476,43.56051713,44.00137656,44.47645373,44.95666024,45.44205149,45.93268343,46.42861267,46.92727798,47.4312992,47.94073384,48.45564005,48.97607659
"75","KAZ",8.734314895,9.166168793,9.619375,10.09498925,10.59411946,11.11792835,11.68345387,12.27774546,12.90226633,13.55855414,14.24822475,14.94892787,15.68409037,16.45540688,17.26465542,18.1137014,19.04502975,20.02424299,21.05380315,22.13629885,23.27445181,24.07426822,24.90156997,25.75730158,26.64244004,27.5579959,28.27159601,29.00367444,29.75470965,30.52519254,31.31562669,31.89586916,32.48686286,33.088807,33.70190446,34.32636191,34.71675199,35.11158194,35.51090224,35.91476397,36.32321878,36.50347913,36.68463406,36.866688,37.04964541,37.23351078
"76","KEN",1.349645402,1.374984896,1.400800138,1.427100058,1.453893758,1.481190507,1.522185474,1.564315059,1.607610667,1.652104569,1.697829931,1.757778643,1.819844086,1.884100999,1.95062676,2.019501481,2.097831669,2.179200042,2.263724441,2.35152728,2.442735717,2.540385905,2.641939731,2.747553248,2.857388745,2.971614997,3.087074675,3.207020444,3.331626608,3.461074242,3.595551459,3.739360541,3.888921467,4.044464291,4.206228266,4.374462216,4.552659179,4.738115128,4.931125762,5.131998827,5.341054606,5.560487114,5.788934812,6.026768082,6.274372522,6.532149571
"77","KGZ",1.779527459,1.83080009,1.883550014,1.937819794,1.993653223,2.051095352,2.139353128,2.2314086,2.32742518,2.427573314,2.532030779,2.631021412,2.733882117,2.840764199,2.951824872,3.067227502,3.207510821,3.354210165,3.50761898,3.66804413,3.835806516,4.016084934,4.204836228,4.402458611,4.609369015,4.826003966,5.050313236,5.285048244,5.53069357,5.787756318,6.056767161,6.322790872,6.600498804,6.890404151,7.193042643,7.508973541,7.816285191,8.136173853,8.469154253,8.815762182,9.176555359,9.518349786,9.872874853,10.24060473,10.62203126,11.01766458
"78","KHM",1.503465533,1.586666948,1.67447271,1.767137621,1.864930585,1.968135389,2.079509192,2.19718547,2.32152087,2.452892223,2.591697682,2.752860595,2.92404531,3.105875028,3.299011701,3.504158442,3.682596356,3.870120643,4.067193996,4.274302671,4.491957685,4.689969308,4.896709555,5.112563194,5.337931955,5.573235279,5.789247321,6.013631736,6.246713027,6.488828274,6.740327623,6.99595164,7.261270087,7.536650621,7.822474844,8.119138827,8.42215312,8.736476206,9.06253014,9.40075273,9.751598122,10.09444469,10.44934505,10.816723,11.19701722,11.59068181
"79","KOR",23.41796124,24.16753644,24.94110446,25.73943328,26.56331545,27.4135689,28.3846155,29.39005863,30.43111667,31.5090512,32.62516845,33.7837407,34.98345573,36.22577457,37.51221015,38.84432913,40.03620149,41.26464444,42.53078008,43.83576494,45.18079104,46.32506025,47.49830974,48.70127348,49.93470403,51.19937299,52.30110747,53.42654964,54.57620966,55.75060865,56.95027897,58.03604112,59.14250342,60.27006052,61.41911461,62.59007551,63.69524503,64.81992883,65.96447147,67.1292236,68.31454207,69.43299902,70.56976754,71.72514742,72.89944336,74.09296508
"80","LAO",1.706062872,1.813071763,1.926792542,2.047646197,2.17608012,2.312569768,2.464022275,2.625393558,2.797333208,2.980533357,3.175731467,3.37478969,3.586325093,3.81111976,4.050004796,4.303863399,4.52678992,4.76126333,5.007881722,5.267274167,5.54010232,5.781610608,6.033646906,6.29667016,6.57115932,6.857614216,7.119502121,7.391391358,7.673663871,7.96671619,8.270959991,8.574255774,8.888673401,9.214620711,9.552520496,9.902811053,10.24835958,10.60596567,10.97605006,11.35904817,11.7554106,12.14075337,12.53872769,12.94974762,13.37424079,13.81264887
"81","LBN",9.590119887,10.13123789,10.70288823,11.30679367,11.94477418,12.61875245,12.91452426,13.21722869,13.52702823,13.84408918,14.16858174,14.63943803,15.12594201,15.62861369,16.14799037,16.6846272,17.22281504,17.77836295,18.35183089,18.94379691,19.55485768,20.11960841,20.70066933,21.29851148,21.9136195,22.54649205,23.1514266,23.77259187,24.41042334,25.06536817,25.73788552,26.38774585,27.05401462,27.73710612,28.43744512,29.1554671,29.83144042,30.52308628,31.23076804,31.95485749,32.69573505,33.38467919,34.08814033,34.80642437,35.53984364,36.28871707
"82","LBR",0.346230954,0.369947166,0.395287898,0.422364425,0.451295646,0.482208606,0.505733603,0.53040629,0.556282657,0.583421426,0.611884186,0.64657588,0.683234471,0.721971477,0.762904735,0.806158766,0.859272494,0.915885617,0.976228692,1.040547468,1.109103882,1.175265566,1.245374011,1.319664655,1.398386979,1.481805348,1.564453969,1.651712369,1.74383766,1.841101298,1.943789875,2.050449759,2.162962297,2.281648637,2.40684755,2.538916392,2.677712604,2.824096458,2.97848275,3.141308956,3.313036463,3.492117303,3.68087807,3.879841995,4.089560594,4.310615193
"83","LBY",13.86443815,14.21323116,14.57079889,14.93736209,15.31314706,15.6983858,16.23040207,16.7804483,17.34913553,17.93709549,18.54498135,19.11206015,19.6964794,20.29876936,20.91947647,21.55916391,22.17438198,22.80715607,23.45798718,24.12739057,24.81589624,25.44117752,26.08221389,26.73940233,27.41314981,28.10387358,28.70608241,29.32119536,29.94948892,30.59124553,31.24675368,31.80779957,32.37891922,32.96029351,33.55210658,34.15454584,34.63319809,35.11855832,35.61072054,36.10978006,36.61583356,37.06630506,37.52231855,37.98394221,38.45124507,38.92429698
"84","LKA",3.53640717,3.720077563,3.913287245,4.11653166,4.33033198,4.555236449,4.832578019,5.126805287,5.438946324,5.770091794,6.121398765,6.465628066,6.829214677,7.213247132,7.618875178,8.047313217,8.444201784,8.860664653,9.297667216,9.756222478,10.23739341,10.66826701,11.11727531,11.58518158,12.07278118,12.58090298,13.03152291,13.49828305,13.9817615,14.48255706,15.00129001,15.48473073,15.9837511,16.4988532,17.0305553,17.57939236,18.09599476,18.62777846,19.17518959,19.73868739,20.31874461,20.88531996,21.4676939,22.06630698,22.681612,23.31407442
"85","LSO",1.213232525,1.254913021,1.298025446,1.342618995,1.388744551,1.436454747,1.494531566,1.55495647,1.617824392,1.683234107,1.751288379,1.811556483,1.873898628,1.93838619,2.005093,2.074095429,2.155947099,2.241028945,2.329468444,2.4213981,2.51695565,2.624853747,2.737377274,2.854724514,2.977102254,3.104726144,3.24035926,3.381917647,3.529660156,3.683856947,3.844789981,4.024044579,4.211656515,4.408015432,4.613529136,4.828624451,5.059102395,5.30058142,5.553586624,5.818668169,6.096402479,6.385849001,6.689037937,7.006621753,7.339283892,7.687740248
"86","MDA",2.23612528,2.336503538,2.441387712,2.55098007,2.665491961,2.785144218,2.943695266,3.111272215,3.288388886,3.47558835,3.673444595,3.88863625,4.116433907,4.357576029,4.612844341,4.883066358,5.167316807,5.468113891,5.786420814,6.123256849,6.479700604,6.826544459,7.191954089,7.576923278,7.982499005,8.409784292,8.820437525,9.251143124,9.702880255,10.1766759,10.67360717,11.13743187,11.6214122,12.12642404,12.65338132,13.20323767,13.70166787,14.2189141,14.75568669,15.31272277,15.89078731,16.40290344,16.93152366,17.47717985,18.04042104,18.62181392
"87","MDG",0.870306452,0.870032353,0.86975834,0.869484414,0.869210573,0.86893682,0.867042513,0.865152337,0.863266281,0.861384337,0.859506495,0.88135538,0.90375967,0.926733484,0.950291297,0.974447957,1.013039365,1.053159123,1.094867758,1.138228195,1.183305851,1.236855554,1.292828613,1.351334695,1.41248843,1.476409635,1.545658,1.618154335,1.694050982,1.773507426,1.856690634,1.948560174,2.044975444,2.146161367,2.252353996,2.363801064,2.485333566,2.613114541,2.747465249,2.888723466,3.037244335,3.19569497,3.362411849,3.537826215,3.72239181,3.916586047
"88","MEX",12.2724682,12.30353043,12.33467128,12.36589095,12.39718963,12.42856754,12.72066756,13.0196326,13.32562401,13.63880693,13.95935036,14.27705868,14.60199789,14.93433256,15.27423102,15.62186541,15.97639107,16.3389624,16.709762,17.08897659,17.47679716,17.86609684,18.26406826,18.67090459,19.08680329,19.51196623,19.93345835,20.36405543,20.80395415,21.25335544,21.71246457,22.16606625,22.62914426,23.10189657,23.58452529,24.07723676,24.58235655,25.09807332,25.62460939,26.16219173,26.71105209,27.28370292,27.86863065,28.46609849,29.07637527,29.69973561
"89","MLI",0.883118105,0.899259632,0.915696193,0.932433179,0.949476081,0.966830492,0.961805136,0.9568059,0.951832649,0.946885248,0.941963563,0.971080242,1.001096936,1.032041465,1.063942508,1.096829633,1.139722628,1.184293012,1.230606381,1.278730896,1.328737385,1.385799816,1.445312785,1.50738153,1.572115808,1.639630089,1.712305077,1.788201313,1.867461574,1.950234968,2.036677211,2.132062053,2.231914106,2.336442586,2.445866507,2.56041514,2.684317835,2.814216385,2.950400939,3.093175688,3.242859541,3.402813144,3.570656436,3.746778576,3.931587916,4.125512951
"90","MMR",1.199999871,1.244896972,1.291473866,1.339793399,1.389920771,1.441923622,1.518824685,1.599827056,1.685149468,1.775022318,1.869688291,1.975339709,2.086961226,2.204890196,2.329483038,2.46111631,2.573148491,2.690280476,2.812744412,2.940783014,3.074650046,3.186306881,3.302018567,3.421932358,3.546200854,3.674982198,3.782372754,3.892901483,4.00666009,4.123742957,4.244247228,4.359424513,4.477727396,4.599240695,4.724051534,4.852249399,4.98012432,5.111369223,5.246072921,5.384326564,5.526223709,5.665827388,5.808957742,5.95570386,6.106157084,6.260411063
"91","MNG",2.877342418,3.01257147,3.154156003,3.302394712,3.457600328,3.620100283,4.005605976,4.4321643,4.904146963,5.426391218,6.004249439,6.507418983,7.052755262,7.643791942,8.284358818,8.978606633,9.536027492,10.12805484,10.75683715,11.42465629,12.1339358,12.76738868,13.433911,14.13522916,14.87315968,15.64961391,16.34968456,17.0810722,17.84517778,18.64346489,19.47746262,20.22502497,21.00127941,21.8073272,22.64431182,23.51342065,24.27606317,25.06344151,25.87635796,26.71564082,27.58214528,28.34394189,29.1267787,29.93123684,30.75791346,31.60742223
"92","MOR",3.601013893,3.730538321,3.864721596,4.003731294,4.147741014,4.296930602,4.453213622,4.615180788,4.783038837,4.957002027,5.137292406,5.388400724,5.651783094,5.928039464,6.217799108,6.521722062,6.838935757,7.171578588,7.52040102,7.886190022,8.269770839,8.650474802,9.048704704,9.465267363,9.901006739,10.35680564,10.80417385,11.27086639,11.75771797,12.2655994,12.79541906,13.31894189,13.86388458,14.43112353,15.02157099,15.63617652,16.22663721,16.83939516,17.47529236,18.13520261,18.8200327,19.46807096,20.13842339,20.83185836,21.54917067,22.2911825
"93","MOZ",0.664288933,0.693323305,0.723626694,0.755254568,0.788264814,0.822717855,0.866655016,0.912938636,0.961694028,1.013053197,1.067155197,1.125906924,1.187893201,1.253292102,1.32229151,1.395089647,1.465861568,1.540223699,1.618358168,1.700456345,1.786719305,1.870578864,1.958374365,2.050290543,2.146520802,2.247267621,2.346584578,2.450290803,2.558580276,2.671655552,2.789728139,2.916511421,3.049056556,3.187625399,3.332491705,3.483941674,3.64970159,3.823348076,4.005256362,4.195819529,4.395449362,4.610061808,4.835152933,5.07123437,5.318842732,5.578540833
"94","MRT",1.995244885,2.035279327,2.076117058,2.117774194,2.160267178,2.20361278,2.276237713,2.35125616,2.428747007,2.508791736,2.591474515,2.680717415,2.773033582,2.868528852,2.967312703,3.069498385,3.177996331,3.290329368,3.406633055,3.527047743,3.651718744,3.78330639,3.919635722,4.060877606,4.207209063,4.358813491,4.518026028,4.683054054,4.854109988,5.031414011,5.215194342,5.410237914,5.61257594,5.822481225,6.040236779,6.266136195,6.50958045,6.762482702,7.025210404,7.298145281,7.581683889,7.87874346,8.187442185,8.5082361,8.84159911,9.188023687
"95","MWI",0.643012134,0.670974728,0.700153329,0.730600816,0.762372369,0.795525568,0.812011967,0.828840028,0.846016832,0.863549607,0.88144573,0.912451985,0.944548935,0.977774946,1.012169735,1.047774415,1.090698189,1.135380404,1.181893098,1.230311261,1.280712951,1.335206997,1.392019753,1.451249878,1.513000232,1.577378049,1.644357982,1.714182073,1.786971092,1.862850938,1.941952857,2.028843838,2.119622679,2.21446334,2.313547564,2.417065224,2.530995772,2.650296538,2.775220653,2.906033179,3.043011671,3.19158747,3.347417518,3.510856007,3.682274421,3.862062382
