"","region","X2005","X2006","X2007","X2008","X2009","X2010","X2011","X2012","X2013","X2014","X2015","X2016","X2017","X2018","X2019","X2020","X2021","X2022","X2023","X2024","X2025","X2026","X2027","X2028","X2029","X2030","X2031","X2032","X2033","X2034","X2035","X2036","X2037","X2038","X2039","X2040","X2041","X2042","X2043","X2044","X2045","X2046","X2047","X2048","X2049","X2050"
"40","DOM","0.92987410515468","0.95963600572056","0.990179265612268","1.02151097683496","1.05359626433886","1.08645290828972","1.1086159142948","1.13102162545382","1.15368080040424","1.17660924561306","1.19972599080054","1.22176917770507","1.24400842630395","1.26646455338901","1.28916877023626","1.31221024155339","1.33078284427669","1.34952948977908","1.36846872461102","1.38756967609743","1.40566279271468","1.41993325797018","1.43342847578637","1.44681043872094","1.45926281141234","1.47115140355768","1.48106667203469","1.49083173612945","1.50038797634155","1.50977980893117","1.51903316810416","1.52620254101403","1.53319183144919","1.53998732561148","1.54654011642367","1.55299065846628","1.55707497052396","1.56102727127712","1.56483456622859","1.5685884489725","1.5723111821084","1.57279314719036","1.57323754355291","1.57356093390991","1.57388801285993","1.57424132868218"
"41","DZA","0.969904212655556","0.985150580860702","1.00075941756178","1.01659431507365","1.0326608857243","1.04894757806185","1.06291589546256","1.07697361565658","1.0911190732137","1.10542808954349","1.11974314613079","1.13672231942672","1.15387062688711","1.17115965231115","1.18866226272724","1.20638359527933","1.22294739363623","1.2396452122819","1.2565126467992","1.27358941283599","1.28958623116766","1.30136722141384","1.31235714126357","1.32314623112682","1.33305233913715","1.34238601064771","1.34793921323454","1.35337559938636","1.35860948715791","1.36366173330648","1.36860448416704","1.37089411196104","1.37306421760757","1.3750787169127","1.37691474391222","1.37865594490243","1.37977766352083","1.38084829792746","1.38192444493891","1.3829965077296","1.384103970417","1.38446737411694","1.38474359290432","1.38490478489348","1.38503671737013","1.38519458441567"
"42","ECU","0.842756186734074","0.860145101761196","0.877944882247611","0.896113256913801","0.914635490126715","0.933538062534791","0.952023624412491","0.970724984273776","0.989639950731171","1.00877708401779","1.0280981126525","1.04491168353286","1.06185636120195","1.07891419009985","1.09612230796845","1.11349013219331","1.12995814055576","1.14654122212363","1.16325383779613","1.18005675416089","1.19619384076179","1.21041834224958","1.22393416763585","1.23747356152951","1.25020642597361","1.26250589104384","1.27338444091895","1.28411714798399","1.29460815845978","1.30489417415141","1.31500010419186","1.32389927066418","1.33257465053521","1.34099830385234","1.3491569793439","1.35706621364247","1.36323563881762","1.36920474850274","1.37497941319117","1.38059767332215","1.38607106701306","1.38908061292653","1.39197591232779","1.394621446063","1.39711994652879","1.39953877374481"
"43","EGY","1.08677571268575","1.11183046643963","1.13733504390881","1.16322592804487","1.18944137184262","1.21591536005161","1.22969566408068","1.24348294792737","1.25728128619089","1.27118712751993","1.28493408743852","1.30665244618726","1.3285693445166","1.35070571378481","1.37312764378205","1.39585082592849","1.41587646165753","1.43608790196276","1.45650060340954","1.4771694261423","1.49665928712076","1.51292723535253","1.52825900069082","1.54321079760593","1.55745819419214","1.57109944636927","1.58315327193006","1.59511508949232","1.60686030952538","1.61855405019254","1.6301582343949","1.63930654426873","1.64832322959371","1.65717441050604","1.66579353179541","1.67431558338939","1.68016313389068","1.68594532342815","1.69166640172333","1.69740828097677","1.70323729868456","1.70548516599638","1.70755977643678","1.70957784695208","1.71157544871287","1.71364221912912"
"44","ERI","0.250123706633791","0.248671874636502","0.247332456760622","0.246147741100796","0.24506260876452","0.244054071219003","0.247326494004829","0.250646836030184","0.254026764381445","0.257416115548966","0.260809066249104","0.261748551874413","0.262722473235348","0.263748123526603","0.264813889088836","0.265910886190133","0.269387402422393","0.272910571227918","0.276480725623615","0.280118096635196","0.283567817219259","0.287028861604916","0.290394233039006","0.293774872381034","0.297006838285401","0.300156299329698","0.303587742817524","0.307009741294783","0.310419973623037","0.313820509563898","0.31722202579897","0.320984764545759","0.324739760605139","0.328492305726978","0.332223181535505","0.335950698070912","0.340308907437519","0.344681604117383","0.349064510068101","0.353470005706723","0.357907461831411","0.362454136975852","0.367036001372447","0.371627542401009","0.376237335478223","0.380880401971301"
"45","ETH","0.387221981982697","0.396436447775016","0.40579523954109","0.415316454187588","0.424965280850065","0.434755612036969","0.440495095131801","0.446268172905898","0.452090402844037","0.457904915435828","0.463696586134087","0.469359113828778","0.47506441264457","0.480840330140588","0.486691228989324","0.492608794687909","0.498291307079661","0.504052372790933","0.509900600631634","0.51583819187399","0.521373646251919","0.525764069088166","0.529841414505351","0.534086261644355","0.537798173451126","0.541317705883674","0.544938476283271","0.548537479795683","0.55206369160946","0.555554212548393","0.559015250887711","0.561846266090573","0.564625794789048","0.567358231110539","0.570015407182631","0.572639789449333","0.575626926254395","0.578595007425524","0.581541007044678","0.584487759953462","0.587443944395718","0.589159149775608","0.590904711878288","0.592583144576691","0.594256899947075","0.59595340347931"
"46","FJI","0.909754193133774","0.91745936738636","0.925496063739779","0.933847787840401","0.942441257770336","0.951244917477124","0.966080566580197","0.981158949023472","0.996490871070139","1.01206560600445","1.02782148561144","1.0444184899217","1.06129026320474","1.07843134902293","1.0958815205481","1.1136437300447","1.13464345594784","1.15604813954805","1.17786833421205","1.20008299876001","1.22163530030607","1.24298907469099","1.26396050333734","1.28507003763477","1.3056399196416","1.32594123871984","1.34653347619403","1.36721496695182","1.38790783133079","1.40870087681542","1.42966169657473","1.4501523654385","1.47076223745259","1.49148801976526","1.51230794886013","1.53327738520321","1.55361646838956","1.57413956416982","1.59485672198704","1.61582073617245","1.63706788745837","1.65584573755297","1.67485781479579","1.69401683828986","1.71346017492767","1.73322695837306"
"47","FNP","1.46965633518829","1.48756306443203","1.50589784236917","1.5245934849674","1.54361348197035","1.563047284175","1.58263184944554","1.60238235522769","1.62227869083286","1.64239960603173","1.66265862227716","1.67950343529237","1.69649458949738","1.71357888008078","1.73084360689669","1.74825641041639","1.76204559339149","1.77597836710788","1.79009729568062","1.80432256791259","1.81762695594414","1.82798287168544","1.83741861313773","1.8471478294011","1.85554301008977","1.86340952104078","1.86994302826181","1.87641346184059","1.88262622724676","1.88864616800332","1.89452629669692","1.8985963945866","1.90248943441378","1.90615065143518","1.90958744389365","1.91281177324513","1.91346387341433","1.91405465115612","1.91459017906102","1.91507597094418","1.91555326170777","1.9132961216805","1.91113406145133","1.90882815556775","1.90660825549301","1.90451613018979"
"48","FRP","1.63341828176584","1.65268160558558","1.67242655686812","1.6926310009432","1.71321221234213","1.73421881949298","1.75358312840242","1.77311160605762","1.79278491728805","1.81269667410614","1.83272331876641","1.85197535996936","1.87139238525227","1.89093220867822","1.91066952390695","1.93059091769461","1.94719122351872","1.96394044366015","1.98087819469158","1.99793466025788","2.01393951002512","2.02683495974412","2.03867366930163","2.05063363687391","2.06131695038456","2.07139776309074","2.07984406635438","2.08823024836253","2.09633580790134","2.10421946503081","2.11195143953111","2.11750493046299","2.122877729477","2.12801441636713","2.13290821539459","2.13759470299385","2.13950257859029","2.14134902375863","2.14313766615695","2.1448971323875","2.14667337291942","2.14520672626068","2.14381058702712","2.14229964651733","2.14088852002993","2.13962625290444"
"49","GAB","0.885553963842464","0.8981621602713","0.911019094551557","0.924093020241947","0.93737765421153","0.950880022364233","0.9642222518941","0.977646752144862","0.99114860980029","1.00476896082844","1.01845776335416","1.03022989844048","1.04209187845598","1.05406963716991","1.06618694236705","1.07843554569346","1.09253258894075","1.10679707684568","1.12123777880995","1.13581423193774","1.14975616487906","1.1615602389729","1.17283667672761","1.18404918709399","1.19469377804993","1.20498208792488","1.2157345690726","1.22643150123652","1.23702331072378","1.24752266721001","1.25794719098016","1.26682342658425","1.2755825082985","1.28420506919972","1.29270525296743","1.30108050912021","1.30961774996927","1.31809653171847","1.32652593196397","1.3349120679048","1.34327779703165","1.34903528702906","1.35473269388725","1.36029171094807","1.36582152123659","1.37133457821284"
"50","GEO","0.891544222622009","0.916960519277785","0.943137971200243","0.969959106648019","0.997429137638049","1.02557596492798","1.05384473318771","1.08266238399986","1.11201141670687","1.14197900464406","1.17246149346031","1.19793599001655","1.2237446870857","1.24986081519884","1.2763360964171","1.30315615874883","1.32411867735538","1.34524206442655","1.36655375117778","1.38799443791775","1.40859050720941","1.4244209218073","1.43928347383483","1.45411003142245","1.46783407837382","1.48096103943843","1.49168261500384","1.50227456473215","1.51255743207376","1.52259384710454","1.5324525559111","1.54012792254408","1.54761555506675","1.55490520247696","1.56202199333536","1.56900126206085","1.57315468814092","1.57732094823149","1.58154628899886","1.58587699639185","1.59040090542913","1.59182518568609","1.59322446082911","1.59446012778778","1.59570716604736","1.59701006092048"
"51","GHA","0.889912657177887","0.90739087946612","0.925035299288878","0.94281509056729","0.960751312520789","0.978840776788391","1.00107423216813","1.02343012179271","1.0459216454649","1.06857871668213","1.09135894286962","1.10957325455627","1.12794315885871","1.14651362243249","1.16531179677786","1.18436205622666","1.20321284602792","1.22229331252643","1.24161211998314","1.26115112867061","1.27975610467454","1.29347824011193","1.30672412312171","1.31964245048501","1.33206828140777","1.34401663189409","1.35708201669104","1.37003167534805","1.3828972076037","1.3956993235572","1.40846948225392","1.41789995692117","1.42724721204642","1.43648945967106","1.44563903776835","1.45475191317139","1.46554121364069","1.47634329956052","1.48716593281546","1.49805440484209","1.50903333464579","1.51655026464269","1.52407249641467","1.53157255335114","1.53913617979284","1.54679616365245"
"52","GIN","0.663537288592875","0.670586762770668","0.67779057449358","0.685103266942912","0.692504885547216","0.699971413277909","0.712939692575782","0.725918386669455","0.738929997198628","0.751948205846615","0.764890949370829","0.789254565264367","0.813958142525096","0.839017868668513","0.864469239719622","0.890365548788961","0.91006732756079","0.929945910105191","0.950001491621879","0.970244490042752","0.98972985928711","1.00469313348718","1.01921160966414","1.033562338217","1.04732817840819","1.06067365845886","1.07142238626965","1.08196699687904","1.09235464182935","1.10259239644525","1.11268600455791","1.12053283668807","1.12818869013774","1.13565104680752","1.1428668192523","1.14994443074836","1.15579825456559","1.16150520966185","1.16705909425361","1.17255844361042","1.17801082595917","1.18077548181523","1.18343433192496","1.18595469446658","1.18822782555686","1.19039536685208"
"53","GMB","0.377136125773252","0.385117633991264","0.393275908438759","0.4015696499904","0.410006399396482","0.418566451370061","0.425757232940078","0.433034107725708","0.440398286222963","0.44786972697724","0.455408321023119","0.463305568760716","0.471360278776124","0.479664085559369","0.488117055784972","0.496761459135658","0.506264076697203","0.515926068513501","0.52576259241068","0.535796719292672","0.545522445108042","0.555136497221612","0.564609059677778","0.574103461908485","0.583467523951649","0.592760657242544","0.601663887392976","0.610654424501303","0.619720659552436","0.628856254072966","0.638075997702749","0.647017625278713","0.656027255106475","0.665108611269249","0.6742559271088","0.683477588387837","0.692152508501005","0.700914854414679","0.709771412038472","0.718730126847967","0.727809278104693","0.735890511754163","0.744055816579719","0.752279661597313","0.760611378033821","0.769055783203539"
"54","GNB","0.531994069256391","0.538792301710178","0.545729558444375","0.552756080794422","0.559874842859193","0.567065892489282","0.575041033680946","0.583075264610616","0.591172797606171","0.599306846878697","0.607433851396941","0.61546860889958","0.623568362570943","0.631772133971821","0.640054259288568","0.648438826550746","0.658996203038163","0.669656690028817","0.680425791149545","0.691295999024469","0.701739676761865","0.712349250225378","0.722661493799328","0.732920109762642","0.742904072487168","0.752688730483373","0.763038388000673","0.773361728379329","0.783627131252666","0.793841037595299","0.80401929050048","0.81354983223014","0.823011266769709","0.832395908934555","0.841691507166958","0.85091412206694","0.860255961581935","0.869552646340287","0.878803750194344","0.888030414949118","0.89723611579873","0.904659149912939","0.912029026526512","0.919193637661902","0.926204914911613","0.93317018123319"
